Vakances_Nr,Aktualizacijas_datums,Iestades_registracijas_numurs,Vakances_nosaukums,Vakances_kategorija,Alga_no,Alga_lidz,Slodzes_tips,Darba_laika_veids,Darba_stundas_nedela,Pieteiksanas_termins,Attels,Vieta,Vakances_paplasinats_apraksts
260112-5,2026-01-12,40103023035,SANTEHNIĶIS,Būvniecība / Nekustamais īpašums,9.010,13.000,Viena vesela slodze,Summētais darba laiks,40,2026-02-11,"","Bauskas iela 209, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438410599
260112-7,2026-01-12,40103023035,ATTĪRĪŠANAS IEKĀRTAS OPERATORS,Pakalpojumi,6.550,6.550,Viena vesela slodze,Summētais darba laiks,40,2026-02-11,"","Dzintara iela 60, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438414275
260109-163,2026-01-12,40103023035,PROJEKTĒŠANAS INŽENIERIS,Būvniecība / Nekustamais īpašums,2100.000,2100.000,Viena vesela slodze,Normālais darba laiks,40,2026-02-08,"","Zigfrīda Annas Meierovica bulvāris 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438381370
260113-63,2026-01-13,40103023035,KOMERCPAKALPOJUMU DARBINIEKS,Jurisprudence / Tieslietas,1650.000,1650.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-28,"","Zigfrīda Annas Meierovica bulvāris 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438635862
260108-167,2026-01-08,90000074738,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1409.400,1409.400,"","",36,2026-01-30,"","Skautu iela 1A, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/438226081
260108-166,2026-01-08,90000074738,PIRMSSKOLAS IZGLĪTĪBAS MŪZIKAS SKOLOTĀJS,Izglītība / Zinātne,1017.900,1017.900,Nepilna slodze,Nepilnais darba laiks,26,2026-01-30,"","Skautu iela 1A, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/438225979
251215-1,2025-12-15,90000074738,SKOLOTĀJS LOGOPĒDS,Izglītība / Zinātne,1175.000,1175.000,Viena vesela slodze,"",30,2026-01-30,"","Aspazijas iela 18, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/436508351
251008-75,2025-10-08,90000074738,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,774.000,1470.000,Nepilna slodze,Nepilnais darba laiks,12,2026-03-31,"","Filozofu iela 50, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/429246924
251230-44,2025-12-30,90000074738,PIRMSSKOLAS IZGLĪTĪBAS MŪZIKAS SKOLOTĀJS,Izglītība / Zinātne,1566.000,1566.000,Viena vesela slodze,"","",2026-01-30,"","Ganību iela 66, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/437517804
251230-43,2025-12-30,90000074738,SPORTA TRENERIS,Izglītība / Zinātne,1566.000,1566.000,"","",30,2026-01-30,"","Ganību iela 66, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/437517608
260108-40,2026-01-08,90000074738,SEKRETĀRS,Izglītība / Zinātne,856.000,856.000,Viena vesela slodze,"",40,2026-01-23,"","Mazais ceļš 2, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/438127151
260112-121,2026-01-12,90000074738,SOCIĀLAIS APRŪPĒTĀJS,Izglītība / Zinātne,780.000,780.000,Viena vesela slodze,"","",2026-02-12,"","Institūta iela 4, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/438542583
260116-14,2026-01-16,90009114646,IESTĀDES VADĪTĀJA VIETNIEKS /ĢENERĀLDIREKTORA VIETNIEKS /DIREKTORA VIETNIEKS /PRIEKŠNIEKA VIETNIEKS /PRIEKŠSĒDĒTĀJA VIETNIEKS,Kultūra / Māksla,1320.000,1320.000,Viena vesela slodze,"","",2026-01-30,"","Striķu iela 22, Saldus, Saldus nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439015208
260116-33,2026-01-16,90009114646,Amatiermākslas kolektīva VADĪTĀJS,Kultūra / Māksla,217.800,217.800,Nepilna slodze,"","",2026-01-26,"","Striķu iela 3, Saldus, Saldus nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439036429
260105-278,2026-01-05,90009114646,BĀRIŅTIESAS LOCEKLIS,Jurisprudence / Tieslietas,1600.000,1600.000,Viena vesela slodze,"","",2026-01-28,"","Slimnīcas iela 3A, Saldus, Saldus nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437759535
260114-45,2026-01-14,90009114646,SAIMNIECĪBAS PĀRZINIS,Izglītība / Zinātne,1040.000,1040.000,Viena vesela slodze,"","",2026-01-22,"","Brocēni, Saldus nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438751728
260114-193,2026-01-14,90009114646,ĀRSTA PALĪGS/ FELDŠERIS,Veselības aprūpe / Sociālā aprūpe,1189.000,1189.000,Viena vesela slodze,"","",2026-01-30,"","Tautas nams, Satiķi, Gaiķu pag., Saldus nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438851992
260116-39,2026-01-16,90009114646,Amatiermākslas kolektīva VADĪTĀJS,Kultūra / Māksla,217.800,217.800,Nepilna slodze,"","",2026-01-26,"","Striķu iela 3, Saldus, Saldus nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439038411
260106-262,2026-01-06,90009099027,VECĀKAIS EKSPERTS,Valsts pārvalde,1437.000,1437.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-20,"","Baznīcas iela 7, Sigulda, Siguldas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437926677
260106-264,2026-01-07,90009099027,VECĀKAIS REFERENTS,Valsts pārvalde,1300.000,1437.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-20,"","Baznīcas iela 7, Sigulda, Siguldas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437928002
260109-47,2026-01-09,90009099027,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS (VALSTS PĀRVALDES JOMĀ),Valsts pārvalde,1310.000,1310.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-23,"","Miera iela 1, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438305373
260109-94,2026-01-09,90009099027,SAIMNIECĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS /PRIEKŠNIEKS,Valsts pārvalde,1819.000,1950.000,Viena vesela slodze,"","",2026-01-23,"","Miera iela 1, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438344812
260109-103,2026-01-09,90009099027,SAIMNIECĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS /PRIEKŠNIEKS,Valsts pārvalde,1819.000,1950.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-23,"","Miera iela 1, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438349120
260115-122,2026-01-15,90009099027,SAIMNIECĪBAS STRUKTŪRVIENĪBAS VADĪTĀJA VIETNIEKS /DIREKTORA VIETNIEKS /PRIEKŠNIEKA VIETNIEKS,Valsts pārvalde,1419.000,1419.000,"","","",2026-02-02,"","GNP Līgatnes dabas taka, Līgatnes pag., Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438976836
260116-113,2026-01-16,90009099027,MĀCĪBU PROJEKTA VADĪTĀJS,Valsts pārvalde,1500.000,1500.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-01,"","Baznīcas iela 7, Sigulda, Siguldas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439109894
260116-116,2026-01-16,90009099027,DABASZINĀTŅU LABORANTS,Valsts pārvalde,800.000,800.000,"","","",2026-01-30,"","Miera iela 1, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439110547
260116-118,2026-01-16,90009099027,DĀRZKOPĪBAS SPECIĀLISTS,Valsts pārvalde,960.000,960.000,Viena vesela slodze,"","",2026-01-30,"","Miera iela 1, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439111776
260116-120,2026-01-16,90009099027,BOTĀNIĶIS,Valsts pārvalde,1025.000,1025.000,Viena vesela slodze,"","",2026-02-01,"","Miera iela 1, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439114106
251229-120,2025-12-29,90009099027,VECĀKAIS EKSPERTS,Valsts pārvalde,1258.000,1437.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-25,"","Meža māja, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/437458775
260106-260,2026-01-07,90009099027,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS (VALSTS PĀRVALDES JOMĀ),Valsts pārvalde,1968.000,1968.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-20,"","Baznīcas iela 7, Sigulda, Siguldas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437926313
260109-44,2026-01-09,90009099027,ĒKAS DEŽURANTS,Valsts pārvalde,468.000,468.000,Nepilna slodze,Nepilnais darba laiks,"",2026-01-23,"","Miera iela 1, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438301800
260116-20,2026-01-16,90009099027,GRĀMATVEDĪBAS UZSKAITVEDIS,Valsts pārvalde,1000.000,1000.000,Viena vesela slodze,"","",2026-01-30,"","Miera iela 1, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439020804
260106-76,2026-01-06,40003032065,MUZEJPEDAGOGS,Kultūra / Māksla,1250.000,1250.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-05,"","Uzvaras bulvāris 2A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437822733
260106-78,2026-01-06,40003032065,VECĀKAIS INSPEKTORS,Jurisprudence / Tieslietas,2000.000,2000.000,Viena vesela slodze,"","",2026-02-05,"","Emīlijas Benjamiņas iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437824103
251219-39,2025-12-19,40003032065,FINANŠU EKONOMISTS,Bankas / Apdrošināšana / Finanses/Grāmatvedība,2000.000,2500.000,Viena vesela slodze,"","",2026-01-19,"","Emīlijas Benjamiņas iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437026388
260105-151,2026-01-05,40003032065,ELEKTROIETAIŠU EKSPLUATĀCIJAS INŽENIERIS,Elektronika / Enerģētika / Elektroenerģija,2500.000,2500.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-04,"","Emīlijas Benjamiņas iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437709393
260105-148,2026-01-05,40003032065,ELEKTROTEHNISKO IEKĀRTU ELEKTROINŽENIERIS,Elektronika / Enerģētika / Elektroenerģija,2500.000,2500.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-04,"","Emīlijas Benjamiņas iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437706421
260114-13,2026-01-14,40003032065,INFORMĀCIJAS SISTĒMU UZTURĒTĀJS,Informācijas tehnoloģijas / Telekomunikācijas,1800.000,2150.000,Viena vesela slodze,"","",2026-02-13,"","Vilhelma Purvīša iela 21, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438725983
260112-69,2026-01-12,90000025357,FINANŠU EKONOMISTS,Izglītība / Zinātne,2000.000,2000.000,Viena vesela slodze,"","",2026-01-23,"","Gaiziņa iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438485660
260109-118,2026-01-09,90000025357,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1390.000,1390.000,"","","",2026-02-23,"","Gaiziņa iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438359462
260109-116,2026-01-09,90000025357,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1390.000,1390.000,"","","",2026-02-23,"","Gaiziņa iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438358621
251215-16,2025-12-15,90000025357,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1390.000,1390.000,"","","",2026-01-31,"","Gaiziņa iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/436518541
251204-100,2025-12-04,90009116327,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,783.000,783.000,Nepilna slodze,"","",2026-01-31,"","Stāķi 21, Stāķi, Stradu pag., Gulbenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/435563540
260109-20,2026-01-09,90009116327,VECĀKAIS LIETVEDIS,Cita,986.000,1160.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-26,"","Līkā iela 21, Gulbene, Gulbenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438276724
260109-96,2026-01-09,90009116327,ASISTENTS (IZGLĪTĪBAS JOMĀ),Izglītība / Zinātne,4.628,4.879,Viena vesela slodze,Summētais darba laiks,"",2026-01-20,"","Nākotnes iela 4, Gulbene, Gulbenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438346333
260113-58,2026-01-13,90009116327,MĀSA/ vispārējās aprūpes MĀSA bērnu aprūpē,Veselības aprūpe / Sociālā aprūpe,594.500,594.500,Nepilna slodze,Normālais darba laiks,"",2026-02-09,"","Stāķi 21, Stāķi, Stradu pag., Gulbenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438628472
251229-89,2025-12-29,90009116327,ŠEFPAVĀRS,Ēdināšana / Pārtikas rūpniecība,905.000,1080.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-23,"","Jaungulbenes Alejas, Jaungulbene, Jaungulbenes pag., Gulbenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437435825
260108-77,2026-01-08,50003140671,APKOPĒJS,Cita,5.500,5.500,Viena vesela slodze,"","",2026-02-08,"","Augšiela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438165914
260106-153,2026-01-06,90000069281,JURISKONSULTS,Valsts pārvalde,1905.000,2063.000,"",Normālais darba laiks,"",2026-01-26,"","Talejas iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437878102
260109-33,2026-01-09,90000068977,Zinātniskais ASISTENTS,Izglītība / Zinātne,251.550,251.550,"","","",2026-02-09,"","Ķīpsalas iela 6A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438294157
260115-42,2026-01-15,90000068977,LEKTORS,Izglītība / Zinātne,466.620,466.620,"","","",2026-02-15,"","Ķīpsalas iela 6A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438912890
260115-123,2026-01-15,90000068977,Zinātniskais ASISTENTS,Izglītība / Zinātne,4.980,4.980,"","","",2026-02-15,"","Zunda krastmala 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438977909
260117-4,2026-01-17,90000068977,VADOŠAIS PĒTNIEKS,Izglītība / Zinātne,9.200,9.200,"","","",2026-02-17,"","Āzenes iela 12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439137390
260117-5,2026-01-17,90000068977,PĒTNIEKS,Izglītība / Zinātne,6.790,6.790,"","","",2026-02-17,"","Āzenes iela 12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439142028
260117-6,2026-01-17,90000068977,Zinātniskais ASISTENTS,Izglītība / Zinātne,4.980,4.980,"","","",2026-02-17,"","Āzenes iela 12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439143070
260117-21,2026-01-17,90000068977,PĒTNIEKS,Izglītība / Zinātne,3115.280,3115.280,"","","",2026-02-17,"","Ķīpsalas iela 6A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439162344
260113-34,2026-01-13,90000068977,Zinātniskais ASISTENTS,Izglītība / Zinātne,796.000,796.000,Nepilna slodze,"","",2026-02-13,"","Ķīpsalas iela 6, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438610115
251215-12,2025-12-15,90000068977,VECĀKAIS EKSPERTS,Izglītība / Zinātne,3850.000,3850.000,"","","",2026-04-30,"","Ķīpsalas iela 6A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/436514434
251215-14,2025-12-15,90000068977,VECĀKAIS EKSPERTS,Izglītība / Zinātne,3115.280,3115.280,"","","",2026-04-30,"","Ķīpsalas iela 6A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/436516944
251219-55,2025-12-19,90000068977,VADOŠAIS PĒTNIEKS,Izglītība / Zinātne,25.000,25.000,"","","",2026-01-19,"","Paula Valdena iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437049207
260105-60,2026-01-05,90000048152,BĀRIŅTIESAS LOCEKLIS,Valsts pārvalde,1530.000,1530.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-25,"","Raiņa iela 3, Sigulda, Siguldas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437654093
260105-65,2026-01-05,90000048152,LIETVEDIS,Valsts pārvalde,1167.000,1167.000,"","","",2026-01-25,"","Raiņa iela 3, Sigulda, Siguldas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437656619
260106-105,2026-01-06,90000048152,AUTOMOBIĻA VADĪTĀJS,Transports / Loģistika,1126.000,1185.000,Viena vesela slodze,Summētais darba laiks,40,2026-01-19,"","Parka iela 1, Ragana, Krimuldas pag., Siguldas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437855871
260109-35,2026-01-09,90000048152,VADĪTĀJS /DIREKTORS /PĀRVALDNIEKS (IZGLĪTĪBAS JOMĀ),Izglītība / Zinātne,1975.000,1975.000,Viena vesela slodze,"","",2026-01-28,"","Parka iela 2, Ragana, Krimuldas pag., Siguldas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438296066
260112-135,2026-01-12,90000048152,CIVILĀS AIZSARDZĪBAS INŽENIERIS,Valsts pārvalde,1900.000,2000.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-25,"","Pils iela 16, Sigulda, Siguldas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438550905
260105-4,2026-01-05,90000048152,Izglītības un skolu PSIHOLOGS,Valsts pārvalde,1325.000,1395.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-18,"","Raiņa iela 3, Sigulda, Siguldas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437609511
260106-79,2026-01-06,90000048152,SKATUVES STRĀDNIEKS,Kultūra / Māksla,4.957,5.218,Viena vesela slodze,Summētais darba laiks,"",2026-01-21,"","Pils iela 10, Sigulda, Siguldas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437824871
260114-73,2026-01-14,90000048152,VECĀKAIS DATORTĪKLA ADMINISTRATORS,Informācijas tehnoloģijas / Telekomunikācijas,1507.000,1586.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-27,"","Rīgas iela 1, Sigulda, Siguldas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438775972
260114-65,2026-01-15,90000048152,Informācijas tehnoloģiju projektu VADĪTĀJS,Informācijas tehnoloģijas / Telekomunikācijas,1724.000,1815.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-27,"","Rīgas iela 1, Sigulda, Siguldas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438768517
260116-78,2026-01-16,90000048152,Energosistēmu INŽENIERIS/ EnergoPĀRVALDNIEKS,Elektronika / Enerģētika / Elektroenerģija,1508.000,1587.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-29,"","Zinātnes iela 7, Sigulda, Siguldas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439076030
260117-28,2026-01-17,90009152652,PAŠVALDĪBAS IESTĀDES VADĪTĀJA VIETNIEKS /PRIEKŠNIEKA VIETNIEKS,Vadība / Administrēšana,1900.000,1900.000,Viena vesela slodze,"","",2026-02-04,"","Rīgas iela 115 k-1, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439178154
260107-98,2026-01-07,90009225180,GALVENĀ GRĀMATVEŽA VIETNIEKS,Valsts pārvalde,1907.000,2118.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-18,"","Ernestīnes iela 34, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438014375
260115-120,2026-01-15,90009225180,ĒKAS UZRAUGS,Vadība / Administrēšana,785.000,981.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-15,"","Vienības gatve 56, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438976336
251229-127,2025-12-29,90009225180,EKSPERTS,Vadība / Administrēšana,1402.000,1752.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-18,"","Ernestīnes iela 34, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437465810
260116-88,2026-01-16,90000055313,PADOMES LOCEKLIS,Vadība / Administrēšana,1688.000,2250.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-15,"","Vienības gatve 45, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439090869
251027-117,2025-12-23,40003439279,MĀSAS PALĪGS,Veselības aprūpe / Sociālā aprūpe,980.000,980.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-29,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/431772796
250702-178,2025-12-23,40003439279,FIZIKĀLĀS UN REHABILITĀCIJAS MEDICĪNAS ĀRSTS,Veselības aprūpe / Sociālā aprūpe,3000.000,3000.000,Nepilna slodze,Summētais darba laiks,"",2026-01-29,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419472032
250702-180,2025-12-23,40003439279,NEFROLOGS,Veselības aprūpe / Sociālā aprūpe,3000.000,3000.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-29,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419473237
250702-183,2025-12-23,40003439279,ARODVESELĪBAS UN ARODSLIMĪBU ĀRSTS,Veselības aprūpe / Sociālā aprūpe,750.000,750.000,Nepilna slodze,Summētais darba laiks,"",2026-01-29,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419474653
250702-188,2025-12-23,40003439279,ZOBĀRSTS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-29,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419477431
250702-199,2025-12-23,40003439279,BĒRNU GASTROENTEROLOGS,Veselības aprūpe / Sociālā aprūpe,3300.000,3300.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-29,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419482793
250702-200,2025-12-23,40003439279,PNEIMONOLOGS,Veselības aprūpe / Sociālā aprūpe,3300.000,3300.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-29,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419486754
250702-206,2025-12-23,40003439279,"TRAUMATOLOGS, ORTOPĒDS",Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Nepilna slodze,"","",2026-01-29,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419490222
250702-211,2025-12-23,40003439279,SANITĀRS,Veselības aprūpe / Sociālā aprūpe,1000.000,1000.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-29,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419496618
260107-7,2026-01-07,40003439279,ĀRSTA PALĪGS/ FELDŠERIS,Veselības aprūpe / Sociālā aprūpe,1800.000,1800.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-29,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437939529
251003-74,2025-12-23,40003439279,NEIROLOGS,Veselības aprūpe / Sociālā aprūpe,4000.000,4000.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-29,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/428788704
260115-45,2026-01-15,40003439279,SĒTNIEKS,Cita,407.000,407.000,Nepilna slodze,Summētais darba laiks,"",2026-01-29,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438916375
260116-91,2026-01-16,40003439279,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,1485.000,1485.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-29,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439091631
260116-86,2026-01-16,40003439279,AUDIOLOGOPĒDS,Veselības aprūpe / Sociālā aprūpe,800.000,800.000,Nepilna slodze,Summētais darba laiks,"",2026-01-29,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439085645
